log_area	enum_name	declared_id	client_id	client_title	bgwiki_title	impl_file	marker	verdict
jeuno	THE_GOBBIEBAG_PART_VI	75	75	The Gobbiebag Part VI	The Gobbiebag Part VI	scripts/quests/jeuno/The_Gobbiebag_Part_VI.lua	+ Converted	CONFIRMED
jeuno	BEYOND_THE_SUN	76	76	Beyond the Sun	Beyond the Sun	scripts/quests/jeuno/LB05_2_Beyond_the_Sun.lua	+ Converted	CONFIRMED
jeuno	UNLISTED_QUALITIES	77	77	Unlisted Qualities	Unlisted Qualities		+ Converted	MARKER_LIES
jeuno	GIRL_IN_THE_LOOKING_GLASS	78	78	Girl in the Looking Glass	Girl in the Looking Glass		+ Converted	MARKER_LIES
jeuno	MIRROR_MIRROR	79	79	Mirror, Mirror	Mirror, Mirror		+	MARKER_LIES
jeuno	PAST_REFLECTIONS	80	80	Past Reflections	Past Reflections	scripts/zones/Windurst_Waters/npcs/Tosuka-Porika.lua	+ Converted	UNVERIFIED
jeuno	BLIGHTED_GLOOM	81	81	Blighted Gloom	Blighted Gloom		+ Converted	MARKER_LIES
jeuno	BLESSED_RADIANCE	82	82	Blessed Radiance	Blessed Radiance	scripts/zones/Windurst_Waters/npcs/Tosuka-Porika.lua	+ Converted	UNVERIFIED
jeuno	MIRROR_IMAGES	83	83	Mirror Images	Mirror Images		+ Converted	MARKER_LIES
jeuno	CHAMELEON_CAPERS	84	84	Chameleon Capers	Chameleon Capers		+ Converted	MARKER_LIES
jeuno	REGAINING_TRUST	85	85	Regaining Trust	Regaining Trust		+ Converted	MARKER_LIES
jeuno	STORMS_OF_FATE	86	86	Storms of Fate	Storms of Fate	scripts/quests/jeuno/Storms_of_Fate.lua	+ Converted	CONFIRMED
jeuno	MIXED_SIGNALS	87	87	Mixed Signals	Mixed Signals		+ Converted	MARKER_LIES
jeuno	SHADOWS_OF_THE_DEPARTED	88	88	Shadows of the Departed	Shadows of the Departed	scripts/quests/jeuno/Shadows_of_the_Departed.lua	+ Converted	CONFIRMED
jeuno	APOCALYPSE_NIGH	89	89	Apocalypse Nigh	Apocalypse Nigh	scripts/quests/jeuno/Apocalypse_Nigh.lua	+ Converted	UNVERIFIED
jeuno	LURE_OF_THE_WILDCAT	90	90	Lure of the Wildcat (Jeuno)	Lure of the Wildcat	scripts/quests/jeuno/Lure_of_the_Wildcat_Jeuno.lua	+ Converted	CONFIRMED
jeuno	THE_ROAD_TO_AHT_URHGAN	91	91	The Road to Aht Urhgan	The Road to Aht Urhgan	scripts/quests/jeuno/The_Road_to_Aht_Urhgan.lua	+ Converted	CONFIRMED
jeuno	CHOCOBO_ON_THE_LOOSE	92	92	Chocobo on the Loose!	Chocobo on the Loose!	scripts/quests/jeuno/Chocobo_on_the_Loose.lua	+ Converted	CONFIRMED
jeuno	THE_GOBBIEBAG_PART_VII	93	93	JNQuest93	The Gobbiebag Part VII	scripts/quests/jeuno/The_Gobbiebag_Part_VII.lua	+ Converted	CONFIRMED
jeuno	THE_GOBBIEBAG_PART_VIII	94	94	JNQuest94	The Gobbiebag Part VIII	scripts/quests/jeuno/The_Gobbiebag_Part_VIII.lua	+ Converted	CONFIRMED
jeuno	LAKESIDE_MINUET	95	95	JNQuest95	Lakeside Minuet	scripts/quests/jeuno/Lakeside_Minuet.lua	+ Converted	CONFIRMED
jeuno	THE_UNFINISHED_WALTZ	96	96	JNQuest96	The Unfinished Waltz	scripts/quests/jeuno/DNC_AF1_The_Unfinished_Waltz.lua	+ Converted	CONFIRMED
jeuno	THE_ROAD_TO_DIVADOM	97	97	JNQuest97	The Road to Divadom	scripts/quests/jeuno/DNC_AF2_The_Road_to_Divadom.lua	+ Converted	CONFIRMED
jeuno	COMEBACK_QUEEN	98			Comeback Queen	scripts/quests/jeuno/DNC_AF3_Comeback_Queen.lua	+ Converted	UNCOVERED
jeuno	A_FURIOUS_FINALE	99	99	JNQuest99	A Furious Finale	scripts/quests/jeuno/A_Furious_Finale.lua	+ Converted	CONFIRMED
jeuno	THE_MIRACULOUS_DALE	100	100	JNQuest	The Miraculous Dale	scripts/quests/jeuno/The_Miraculous_Dale.lua	+ Converted	CONFIRMED
jeuno	CLASH_OF_THE_COMRADES	101	101	JNQuest	Clash of the Comrades		+ Converted	MARKER_LIES
jeuno	UNLOCKING_A_MYTH_WARRIOR	102	102	JNQuest	Unlocking a Myth (Warrior)	scripts/zones/Lower_Jeuno/npcs/Zalsuhm.lua	+ Converted	CONFIRMED
jeuno	UNLOCKING_A_MYTH_MONK	103	103	JNQuest	Unlocking a Myth (Monk)	scripts/zones/Lower_Jeuno/npcs/Zalsuhm.lua	+ Converted	CONFIRMED
jeuno	UNLOCKING_A_MYTH_WHITE_MAGE	104	104	JNQuest	Unlocking a Myth (White Mage)	scripts/zones/Lower_Jeuno/npcs/Zalsuhm.lua	+ Converted	CONFIRMED
jeuno	UNLOCKING_A_MYTH_BLACK_MAGE	105	105	JNQuest	Unlocking a Myth (Black Mage)	scripts/zones/Lower_Jeuno/npcs/Zalsuhm.lua	+ Converted	CONFIRMED
jeuno	UNLOCKING_A_MYTH_RED_MAGE	106	106	JNQuest	Unlocking a Myth (Red Mage)	scripts/zones/Lower_Jeuno/npcs/Zalsuhm.lua	+ Converted	CONFIRMED
jeuno	UNLOCKING_A_MYTH_THIEF	107	107	JNQuest	Unlocking a Myth (Thief)	scripts/zones/Lower_Jeuno/npcs/Zalsuhm.lua	+ Converted	CONFIRMED
jeuno	UNLOCKING_A_MYTH_PALADIN	108	108	JNQuest	Unlocking a Myth (Paladin)	scripts/zones/Lower_Jeuno/npcs/Zalsuhm.lua	+ Converted	CONFIRMED
jeuno	UNLOCKING_A_MYTH_DARK_KNIGHT	109	109	JNQuest	Unlocking a Myth (Dark Knight)	scripts/zones/Lower_Jeuno/npcs/Zalsuhm.lua	+ Converted	CONFIRMED
jeuno	UNLOCKING_A_MYTH_BEASTMASTER	110	110	JNQuest	Unlocking a Myth (Beastmaster)	scripts/zones/Lower_Jeuno/npcs/Zalsuhm.lua	+ Converted	CONFIRMED
jeuno	UNLOCKING_A_MYTH_BARD	111	111	JNQuest	Unlocking a Myth (Bard)	scripts/zones/Lower_Jeuno/npcs/Zalsuhm.lua	+ Converted	CONFIRMED
jeuno	UNLOCKING_A_MYTH_RANGER	112	112	JNQuest	Unlocking a Myth (Ranger)	scripts/zones/Lower_Jeuno/npcs/Zalsuhm.lua	+ Converted	CONFIRMED
jeuno	UNLOCKING_A_MYTH_SAMURAI	113	113	JNQuest	Unlocking a Myth (Samurai)	scripts/zones/Lower_Jeuno/npcs/Zalsuhm.lua	+ Converted	CONFIRMED
jeuno	UNLOCKING_A_MYTH_NINJA	114	114	JNQuest	Unlocking a Myth (Ninja)	scripts/zones/Lower_Jeuno/npcs/Zalsuhm.lua	+ Converted	CONFIRMED
jeuno	UNLOCKING_A_MYTH_DRAGOON	115	115	JNQuest	Unlocking a Myth (Dragoon)	scripts/zones/Lower_Jeuno/npcs/Zalsuhm.lua	+ Converted	CONFIRMED
jeuno	UNLOCKING_A_MYTH_SUMMONER	116	116	JNQuest	Unlocking a Myth (Summoner)	scripts/zones/Lower_Jeuno/npcs/Zalsuhm.lua	+ Converted	CONFIRMED
jeuno	UNLOCKING_A_MYTH_BLUE_MAGE	117	117	JNQuest	Unlocking a Myth (Blue Mage)	scripts/zones/Lower_Jeuno/npcs/Zalsuhm.lua	+ Converted	CONFIRMED
jeuno	UNLOCKING_A_MYTH_CORSAIR	118	118	JNQuest	Unlocking a Myth (Corsair)	scripts/zones/Lower_Jeuno/npcs/Zalsuhm.lua	+ Converted	CONFIRMED
jeuno	UNLOCKING_A_MYTH_PUPPETMASTER	119	119	JNQuest	Unlocking a Myth (Puppetmaster)	scripts/zones/Lower_Jeuno/npcs/Zalsuhm.lua	+ Converted	CONFIRMED
jeuno	UNLOCKING_A_MYTH_DANCER	120	120	JNQuest	Unlocking a Myth (Dancer)	scripts/zones/Lower_Jeuno/npcs/Zalsuhm.lua	+ Converted	CONFIRMED
jeuno	UNLOCKING_A_MYTH_SCHOLAR	121	121	JNQuest	Unlocking a Myth (Scholar)	scripts/zones/Lower_Jeuno/npcs/Zalsuhm.lua	+ Converted	CONFIRMED
jeuno	THE_GOBBIEBAG_PART_IX	123	123	JNQuest	The Gobbiebag Part IX	scripts/quests/jeuno/The_Gobbiebag_Part_IX.lua	+ Converted	CONFIRMED
jeuno	THE_GOBBIEBAG_PART_X	124	124	JNQuest	The Gobbiebag Part X	scripts/quests/jeuno/The_Gobbiebag_Part_X.lua	+ Converted	CONFIRMED
jeuno	IN_DEFIANT_CHALLENGE	128	128	In Defiant Challenge	In Defiant Challenge	scripts/quests/jeuno/LB01_In_Defiant_Challenge.lua	+ Converted	CONFIRMED
jeuno	ATOP_THE_HIGHEST_MOUNTAINS	129	129	Atop the Highest Mountains	Atop the Highest Mountains	scripts/quests/jeuno/LB02_Atop_the_Highest_Mountains.lua	+ Converted	CONFIRMED
jeuno	WHENCE_BLOWS_THE_WIND	130	130	Whence Blows the Wind	Whence Blows the Wind	scripts/quests/jeuno/LB03_Whence_Blows_the_wind.lua	+ Converted	CONFIRMED
jeuno	RIDING_ON_THE_CLOUDS	131	131	Riding on the Clouds	Riding on the Clouds	scripts/quests/jeuno/LB04_Riding_on_the_clouds.lua	+ Converted	CONFIRMED
jeuno	SHATTERING_STARS	132	132	Shattering Stars	Shattering Stars	scripts/quests/jeuno/LB05_1_Shattering_Stars.lua	+ Converted	CONFIRMED
jeuno	NEW_WORLDS_AWAIT	133			New Worlds Await	scripts/quests/jeuno/LB06_New_Worlds_Await.lua	+ Converted	UNCOVERED
jeuno	EXPANDING_HORIZONS	134			Expanding Horizons	scripts/quests/jeuno/LB07_Expanding_Horizons.lua	+ Converted	UNCOVERED
jeuno	BEYOND_THE_STARS	135			Beyond the Stars	scripts/quests/jeuno/LB08_Beyond_the_Stars.lua	+ Converted	UNCOVERED
jeuno	DORMANT_POWERS_DISLODGED	136			Dormant Powers Dislodged	scripts/quests/jeuno/LB09_1_Dormant_Powers_Dislodged.lua	+ Converted	UNCOVERED
jeuno	BEYOND_INFINITY	137			Beyond Infinity	scripts/quests/jeuno/LB10_Beyond_Infinity.lua	+ Converted	UNCOVERED
jeuno	A_TRIAL_IN_TANDEM	160			A Trial in Tandem		+ Converted	UNCOVERED
jeuno	A_TRIAL_IN_TANDEM_REDUX	161			A Trial in Tandem, Redux		+ Converted	UNCOVERED
jeuno	YET_ANOTHER_TRIAL_IN_TANDEM	162			Yet Another Trial in Tandem		+ Converted	UNCOVERED
jeuno	A_QUATERNARY_TRIAL_IN_TANDEM	163			A Quaternary Trial in Tandem		+ Converted	UNCOVERED
jeuno	A_TRIAL_IN_TANDEM_REVISITED	164			A Trial in Tandem Revisited		+ Converted	UNCOVERED
jeuno	ALL_IN_THE_CARDS	166			All in the Cards	scripts/quests/jeuno/All_in_the_Cards.lua	+ Converted	UNCOVERED
jeuno	MARTIAL_MASTERY	167			Martial Mastery	scripts/quests/jeuno/Martial_Mastery.lua	+ Converted	UNCOVERED
jeuno	VW_OP_115_VALKURM_DUSTER	168			VW Op. 115: Valkurm Duster	scripts/quests/jeuno/VW_OP_115_Valkurm_Duster.lua	+ Converted	UNCOVERED
jeuno	VW_OP_118_BUBURIMU_SQUALL	169			VW Op. 118: Buburimu Squall	scripts/quests/jeuno/VW_OP_118_Buburimu_Squall.lua	+ Converted	UNCOVERED
jeuno	PRELUDE_TO_PUISSANCE	170			Prelude to Puissance	scripts/quests/jeuno/LB09_2_Prelude_to_Puissance.lua	+ Converted	UNCOVERED
jeuno	RESEARCHERS_FROM_THE_WEST	171			Researchers from the West	scripts/quests/jeuno/Researchers_from_the_West.lua		UNCOVERED
jeuno	MIDDLE_LANDS_INVESTIGATION	172			Middle Lands Investigation	scripts/quests/jeuno/Middle_Lands_Investigation.lua		UNCOVERED
jeuno	FURTHER_FOUNTS	173			Further Founts	scripts/quests/jeuno/Further_Founts.lua		UNCOVERED
jeuno	BEAM_ME_UP_NO_NOT_THERE	174			Beam Me Up...No, Not There!			UNCOVERED
jeuno	NOW_RECORDING	175			Now Recording...			UNCOVERED
jeuno	TELEPORTS_BY_TWILIGHT	176			Teleports by Twilight	scripts/quests/jeuno/Teleports_by_Twilight.lua		UNCOVERED
jeuno	SHIFTY_SHADES_OF_PREY	177			Shifty Shades of Prey	scripts/quests/jeuno/Shifty_Shades_of_Prey.lua		UNCOVERED
jeuno	TO_KILL_MOCKING_BIRDS	178			To Kill Mocking Birds	scripts/quests/jeuno/To_Kill_Mocking_Birds.lua		UNCOVERED
jeuno	FULL_SPEED_AHEAD	179			Full Speed Ahead!	scripts/quests/full_speed_ahead.lua	+	UNCOVERED
otherAreas	RYCHARDE_THE_CHEF	0	0	Rycharde the Chef	Rycharde the Chef	scripts/quests/otherAreas/RQ1_Rycharde_the_Chef.lua	+ Converted	CONFIRMED
otherAreas	WAY_OF_THE_COOK	1	1	Way of the Cook	Way of the Cook	scripts/quests/otherAreas/RQ2_Way_of_the_Cook.lua	+ Converted	CONFIRMED
otherAreas	UNENDING_CHASE	2	2	Unending Chase	Unending Chase	scripts/quests/otherAreas/RQ3_Unending_Chase.lua	+ Converted	CONFIRMED
otherAreas	HIS_NAME_IS_VALGEIR	3	3	His Name Is Valgeir	His Name Is Valgeir	scripts/quests/otherAreas/RQ4_His_Name_is_Valgeir.lua	+ Converted	CONFIRMED
otherAreas	EXPERTISE	4	4	Expertise	Expertise	scripts/quests/otherAreas/RQ5_Expertise.lua	+ Converted	CONFIRMED
otherAreas	THE_CLUE	5	5	The Clue	The Clue	scripts/quests/otherAreas/RQ6_The_Clue.lua	+ Converted	CONFIRMED
otherAreas	THE_BASICS	6	6	The Basics	The Basics	scripts/quests/otherAreas/RQ7_The_Basics.lua	+ Converted	CONFIRMED
otherAreas	ORLANDOS_ANTIQUES	7	7	Orlando's Antiques	Orlando's Antiques	scripts/quests/otherAreas/Orlandos_Antiques.lua	+ Converted	CONFIRMED
otherAreas	THE_SAND_CHARM	8	8	The Sand Charm	The Sand Charm	scripts/quests/otherAreas/The_Sand_Charm.lua	+ Converted	CONFIRMED
otherAreas	A_POTTERS_PREFERENCE	9	9	A Potter's Preference	A Potter's Preference	scripts/quests/otherAreas/A_Potters_Preference.lua	+ Converted	CONFIRMED
otherAreas	THE_OLD_LADY	10	10	The Old Lady	The Old Lady	scripts/quests/otherAreas/The_Old_Lady.lua	+ Converted	CONFIRMED
otherAreas	FISHERMANS_HEART	11	11	Fisherman's Heart	Fisherman's Heart	scripts/quests/otherAreas/Fishermans_Heart.lua	+ Converted	CONFIRMED
otherAreas	DONATE_TO_RECYCLING	16	16	Donate to Recycling	Donate to Recycling	scripts/quests/otherAreas/Donate_to_Recycling.lua	+ Converted	CONFIRMED
otherAreas	UNDER_THE_SEA	17	17	Under the Sea	Under the Sea	scripts/quests/otherAreas/Under_the_Sea.lua	+ Converted	CONFIRMED
otherAreas	ONLY_THE_BEST	18	18	Only the Best	Only the Best	scripts/quests/otherAreas/Only_the_Best.lua	+ Converted	CONFIRMED
otherAreas	AN_EXPLORERS_FOOTSTEPS	19	19	An Explorer's Footsteps	An Explorer's Footsteps	scripts/quests/otherAreas/An_Explorers_Footsteps.lua	+ Converted	CONFIRMED
otherAreas	CARGO	20	20	Cargo	Cargo	scripts/quests/otherAreas/Cargo.lua	+ Converted	CONFIRMED
otherAreas	THE_GIFT	21	21	The Gift	The Gift	scripts/quests/otherAreas/The_Gift.lua	+ Converted	CONFIRMED
otherAreas	THE_REAL_GIFT	22	22	The Real Gift	The Real Gift	scripts/quests/otherAreas/The_Real_Gift.lua	+ Converted	CONFIRMED
otherAreas	THE_RESCUE	23	23	The Rescue	The Rescue	scripts/quests/otherAreas/The_Rescue.lua	+ Converted	CONFIRMED
otherAreas	ELDER_MEMORIES	24	24	Elder Memories	Elder Memories	scripts/quests/otherAreas/Elder_Memories.lua	+ Converted	CONFIRMED
otherAreas	TEST_MY_METTLE	25	25	Test My Mettle	Test My Mettle	scripts/quests/otherAreas/Test_My_Mettle.lua	+ Converted	CONFIRMED
otherAreas	INSIDE_THE_BELLY	26	26	Inside the Belly	Inside the Belly	scripts/quests/otherAreas/Inside_the_Belly.lua	+ Converted	CONFIRMED
otherAreas	TRIAL_BY_LIGHTNING	27	27	Trial by Lightning	Trial by Lightning	scripts/quests/otherAreas/Trial_by_Lightning.lua	+ Converted	CONFIRMED
otherAreas	TRIAL_SIZE_TRIAL_BY_LIGHTNING	28	28	Trial-Size Trial by Lightning	Trial-Size Trial by Lightning	scripts/quests/otherAreas/Trial_Size_Trial_by_Lightning.lua	+ Converted	CONFIRMED
otherAreas	ITS_RAINING_MANNEQUINS	29	29	It's Raining Mannequins	It's Raining Mannequins	scripts/quests/otherAreas/Its_Raining_Mannequins.lua	+ Converted	CONFIRMED
otherAreas	RECYCLING_RODS	30	30	Recycling Rods	Recycling Rods	scripts/quests/otherAreas/Recycling_Rods.lua	+ Converted	CONFIRMED
otherAreas	PICTURE_PERFECT	31	31	Picture Perfect	Picture Perfect	scripts/zones/Bastok_Markets/npcs/Lamepaue.lua	+ Converted	UNVERIFIED
otherAreas	WAKING_THE_BEAST	32	32	Waking the Beast	Waking the Beast	scripts/quests/otherAreas/Waking_the_Beast.lua	+ Converted	CONFIRMED
otherAreas	SURVIVAL_OF_THE_WISEST	33	33	OTクエスト33	Survival of the Wisest	scripts/quests/otherAreas/Survival_of_the_Wisest.lua	+ Converted	UNVERIFIED
otherAreas	MONSTROSITY	34	34	OTクエスト34	Monstrosity (Quest)	scripts/quests/otherAreas/Monstrosity.lua	+ Converted	CONFIRMED
otherAreas	A_HARD_DAYS_KNIGHT	64	64	A Hard Day's Knight	A Hard Day's Knight	scripts/quests/otherAreas/A_Hard_Days_Knight.lua	+ Converted	CONFIRMED
otherAreas	X_MARKS_THE_SPOT	65	65	X Marks the Spot	X Marks the Spot	scripts/quests/otherAreas/X_Marks_The_Spot.lua	+ Converted	CONFIRMED
otherAreas	A_BITTER_PAST	66	66	A Bitter Past	A Bitter Past	scripts/quests/otherAreas/A_Bitter_Past.lua	+ Converted	CONFIRMED
otherAreas	THE_CALL_OF_THE_SEA	67	67	The Call of the Sea	The Call of the Sea	scripts/quests/otherAreas/The_Call_of_the_Sea.lua	+ Converted	CONFIRMED
otherAreas	PARADISE_SALVATION_AND_MAPS	68	68	Paradise, Salvation, and Maps	Paradise, Salvation, and Maps	scripts/quests/otherAreas/Paradise_Salvation_and_Maps.lua	+ Converted	CONFIRMED
otherAreas	GO_GO_GOBMUFFIN	69	69	Go! Go! Gobmuffin!	Go! Go! Gobmuffin!	scripts/quests/otherAreas/Go_Go_Gobmuffin.lua	+ Converted	CONFIRMED
otherAreas	THE_BIG_ONE	70	70	The Big One	The Big One (Quest)	scripts/quests/otherAreas/The_Big_One.lua	+ Converted	UNVERIFIED
otherAreas	FLY_HIGH	71	71	Fly High	Fly High	scripts/quests/otherAreas/Fly_High.lua	+ Converted	CONFIRMED
otherAreas	UNFORGIVEN	72	72	Unforgiven	Unforgiven	scripts/quests/otherAreas/Unforgiven.lua	+ Converted	CONFIRMED
otherAreas	SECRETS_OF_OVENS_LOST	73	73	Secrets of Ovens Lost	Secrets of Ovens Lost	scripts/quests/otherAreas/Secrets_of_Ovens_Lost.lua	+ Converted	CONFIRMED
otherAreas	PETALS_FOR_PARELBRIAUX	74	74	Petals for Parelbriaux	Petals for Parelbriaux	scripts/quests/otherAreas/Petals_for_Parelbriaux.lua	+ Converted	CONFIRMED
otherAreas	ELDERLY_PURSUITS	75	75	Elderly Pursuits	Elderly Pursuits	scripts/quests/otherAreas/Elderly_Pursuits.lua	+ Converted	CONFIRMED
otherAreas	IN_THE_NAME_OF_SCIENCE	76	76	In the Name of Science	In the Name of Science	scripts/zones/Tavnazian_Safehold/npcs/Meret.lua	+	UNVERIFIED
otherAreas	BEHIND_THE_SMILE	77	77	Behind the Smile	Behind the Smile	scripts/quests/otherAreas/Behind_the_Smile.lua	+ Converted	CONFIRMED
otherAreas	KNOCKING_ON_FORBIDDEN_DOORS	78	78	Knocking on Forbidden Doors	Knocking on Forbidden Doors	scripts/quests/otherAreas/Knocking_on_Forbidden_Doors.lua	+ Converted	CONFIRMED
otherAreas	CONFESSIONS_OF_A_BELLMAKER	79	79	Confessions of a Bellmaker	Confessions of a Bellmaker	scripts/quests/otherAreas/Confessions_of_a_Bellmaker.lua	+ Converted	CONFIRMED
otherAreas	IN_SEARCH_OF_THE_TRUTH	80	80	In Search of the Truth	In Search of the Truth	scripts/quests/otherAreas/In_Search_of_the_Truth.lua	+ Converted	CONFIRMED
otherAreas	UNINVITED_GUESTS	81	81	Uninvited Guests	Uninvited Guests	scripts/quests/otherAreas/Uninvited_Guests.lua	+ Converted	CONFIRMED
otherAreas	TANGO_WITH_A_TRACKER	82	82	Tango with a Tracker	Tango with a Tracker	scripts/quests/otherAreas/Tango_with_a_Tracker.lua	+ Converted	CONFIRMED
otherAreas	REQUIEM_OF_SIN	83	83	Requiem of Sin	Requiem of Sin	scripts/quests/otherAreas/Requiem_of_Sin.lua	+ Converted	CONFIRMED
otherAreas	VW_OP_026_TAVNAZIAN_TERRORS	84	84	OTクエスト84	VW Op. 026: Tavnazian Terrors	scripts/quests/otherAreas/VW_Op_026_Tavnazian_Terrors.lua	+ Converted	CONFIRMED
otherAreas	VW_OP_004_BIBIKI_BOMBARDMENT	85	85	OTクエスト85	VW Op. 004: Bibiki Bombardment	scripts/quests/otherAreas/VW_Op_004_Bibiki_Bombardment.lua	+ Converted	CONFIRMED
otherAreas	BOMBS_AWAY	96	96	Bombs Away!	Bombs Away!	scripts/quests/otherAreas/Bombs_Away.lua	+ Converted	CONFIRMED
otherAreas	MITHRAN_DELICACIES	97	97	Mithran Delicacies	Mithran Delicacies	scripts/quests/otherAreas/Mithran_Delicacies.lua	+ Converted	CONFIRMED
otherAreas	GIVE_A_MOOGLE_A_BREAK	100	100	Give a Moogle a Break	Give a Moogle a Break	scripts/quests/otherAreas/Give_a_Moogle_a_Break.lua	+ Converted	CONFIRMED
otherAreas	THE_MOOGLE_PICNIC	101	101	The Moogle's Picnic!		scripts/quests/otherAreas/The_Moogles_Picnic.lua	+ Converted	CONFIRMED
otherAreas	MOOGLES_IN_THE_WILD	102	102	Moogles in the Wild	Moogles in the Wild	scripts/quests/otherAreas/Moogles_in_the_Wild.lua	+ Converted	CONFIRMED
otherAreas	MISSIONARY_MOBLIN	103	103	Missionary Moblin	Missionary Moblin	scripts/quests/otherAreas/Missionary_Moblin.lua	+ Converted	CONFIRMED
otherAreas	FOR_THE_BIRDS	104	104	For the Birds	For the Birds	scripts/quests/otherAreas/For_The_Birds.lua	+ Converted	CONFIRMED
otherAreas	BETTER_THE_DEMON_YOU_KNOW	105	105	Better the Demon You Know	Better the Demon You Know	scripts/quests/otherAreas/Better_The_Demon_You_Know.lua	+ Converted	CONFIRMED
otherAreas	AN_UNDERSTANDING_OVERLORD	106	106	An Understanding Overlord?	An Understanding Overlord?	scripts/quests/otherAreas/An_Understanding_Overlord.lua	+ Converted	CONFIRMED
otherAreas	AN_AFFABLE_ADAMANTKING	107	107	An Affable Adamantking?	An Affable Adamantking?	scripts/quests/otherAreas/An_Affable_Adamantking.lua	+ Converted	CONFIRMED
otherAreas	A_MORAL_MANIFEST	108	108	A Moral Manifest?	A Moral Manifest?	scripts/zones/Altar_Room/Zone.lua	+	CONFIRMED
otherAreas	A_GENEROUS_GENERAL	109	109	A Generous General?	A Generous General?	scripts/quests/otherAreas/A_Generous_General.lua	+ Converted	CONFIRMED
otherAreas	RECORDS_OF_EMINENCE	110			Records of Eminence (Quest)	scripts/globals/roe_records.lua	+ Converted	UNCOVERED
otherAreas	UNITY_CONCORD	111					+ Converted	UNCOVERED
otherAreas	FULL_FIELDS	112			Full Fields	scripts/quests/otherAreas/Full_Fields.lua		UNCOVERED
otherAreas	GREEN_GROVES	113			Green Groves	scripts/quests/otherAreas/Green_Groves.lua		UNCOVERED
otherAreas	MINING_MISSIVE	114			Mining Missive	scripts/quests/otherAreas/Mining_Missive.lua		UNCOVERED
otherAreas	POND_PROBING	115			Pond Probing	scripts/quests/otherAreas/Pond_Probing.lua		UNCOVERED
otherAreas	COASTAL_CHAOS	116			Coastal Chaos	scripts/quests/otherAreas/Coastal_Chaos.lua		UNCOVERED
otherAreas	SEED_SOWING	117			Seed Sowing	scripts/quests/otherAreas/Seed_Sowing.lua		UNCOVERED
otherAreas	FLOTSAM_FINDING	118			Flotsam Finding	scripts/quests/otherAreas/Flotsam_Finding.lua		UNCOVERED
otherAreas	COURTESY_CRUSTACEAN	119			Courtesy Crustacean	scripts/quests/otherAreas/Courtesy_Crustacean.lua		UNCOVERED
otherAreas	TRINKET_FOR_THE_TYRANT	120			Trinket for the Tyrant	scripts/quests/otherAreas/Trinket_for_the_Tyrant.lua		UNCOVERED
otherAreas	HYPNOTIC_HOSPITALITY	121			Hypnotic Hospitality	scripts/quests/otherAreas/Hypnotic_Hospitality.lua		UNCOVERED
otherAreas	TITILLATING_TOMES	122			Titillating Tomes			UNCOVERED
otherAreas	RELEASE_THE_FLEECE	123			Release the Fleece			UNCOVERED
otherAreas	FEEDING_FRENZY	124			Feeding Frenzy			UNCOVERED
otherAreas	CRY_NOT_CARETAKER	125			Cry Not, Caretaker			UNCOVERED
otherAreas	CHACHAROONS_CHEER	126			Chacharoon's Cheer			UNCOVERED
otherAreas	TRIAL_OF_THE_CHACHAROON	127			Trial of the Chacharoon			UNCOVERED
otherAreas	DOCTOR_CHACHAROON	128			Doctor Chacharoon			UNCOVERED
otherAreas	ROWING_TOGETHER	129			Rowing Together			UNCOVERED
otherAreas	GLITTERING_GALS	130			Glittering Gals			UNCOVERED
otherAreas	SALLY_FORTH	131			Sally Forth!			UNCOVERED
outlands	THE_FIREBLOOM_TREE	1	1	The Firebloom Tree	The Firebloom Tree	scripts/quests/outlands/The_Fireblom_Tree.lua	+ Converted	CONFIRMED
outlands	GREETINGS_TO_THE_GUARDIAN	2	2	Greetings to the Guardian	Greetings to the Guardian	scripts/quests/outlands/Greetings_to_the_Guardian.lua	+ Converted	CONFIRMED
outlands	A_QUESTION_OF_TASTE	3	3	A Question of Taste	A Question of Taste	scripts/quests/outlands/A_Question_of_Taste.lua	+ Converted	CONFIRMED
outlands	EVERYONES_GRUDGING	4	4	Everyone's Grudging	Everyone's Grudging	scripts/quests/outlands/Everyones_Grudging.lua	+ Converted	CONFIRMED
outlands	YOU_CALL_THAT_A_KNIFE	6	6	You Call That a Knife?	You Call That a Knife?	scripts/quests/outlands/You_Call_That_a_Knife.lua	+ Converted	CONFIRMED
outlands	MISSIONARY_MAN	7	7	Missionary Man	Missionary Man	scripts/zones/Kazham/npcs/Rauteinot.lua	+	CONFIRMED
outlands	GULLIBLES_TRAVELS	8	8	Gullible's Travels	Gullible's Travels	scripts/quests/outlands/Gullibles_Travels.lua	+ Converted	CONFIRMED
outlands	EVEN_MORE_GULLIBLES_TRAVELS	9	9	Even More Gullible's Travels	Even More Gullible's Travels	scripts/zones/Yuhtunga_Jungle/npcs/Blue_Rafflesia.lua	+	UNVERIFIED
outlands	PERSONAL_HYGIENE	10	10	Personal Hygiene	Personal Hygiene	scripts/quests/outlands/Personal_Hygiene.lua	+ Converted	CONFIRMED
outlands	THE_OPO_OPO_AND_I	11	11	The Opo-opo and I	The Opo-opo and I	scripts/zones/Kazham/npcs/Bubupp.lua	+	UNVERIFIED
outlands	TRIAL_BY_FIRE	12	12	Trial by Fire	Trial by Fire	scripts/quests/outlands/Trial_by_Fire.lua	+ Converted	CONFIRMED
